Id,Name,"Generation Id","Evolves From Species ID","Evolution Chain ID","Color ID","Shape ID","Habitat ID","Gender Rate","Capture Rate","Base Happiness","Is Baby","Hatch Counter","Has Gender Differences","Growth Rate ID","Forms Switchable","Is Legendary","Is Mythical",Order
333,Swablu,3,,168,2,9,2,4,255,50,0,20,0,5,0,0,0,361
334,Altaria,3,333,168,2,9,2,4,45,50,0,20,0,5,1,0,0,362
335,Zangoose,3,,169,9,6,3,4,90,70,0,20,0,5,0,0,0,363
336,Seviper,3,,170,1,2,3,4,90,70,0,20,0,6,0,0,0,364
337,Lunatone,3,,171,10,1,1,-1,45,50,0,25,0,3,0,0,0,365
338,Solrock,3,,172,8,1,1,-1,45,50,0,25,0,3,0,0,0,366
339,Barboach,3,,173,4,3,9,4,190,50,0,20,0,2,0,0,0,367
340,Whiscash,3,339,173,2,3,9,4,75,50,0,20,0,2,0,0,0,368
341,Corphish,3,,174,8,14,9,4,205,50,0,15,0,6,0,0,0,369
342,Crawdaunt,3,341,174,8,14,9,4,155,50,0,15,0,6,0,0,0,370
343,Baltoy,3,,175,3,4,6,-1,255,50,0,20,0,2,0,0,0,371
344,Claydol,3,343,175,1,4,6,-1,90,50,0,20,0,2,0,0,0,372
345,Lileep,3,,176,7,5,7,1,45,50,0,30,0,5,0,0,0,373
346,Cradily,3,345,176,5,5,7,1,45,50,0,30,0,5,0,0,0,374
347,Anorith,3,,177,4,14,9,1,45,50,0,30,0,5,0,0,0,375
348,Armaldo,3,347,177,4,6,9,1,45,50,0,30,0,5,0,0,0,376
349,Feebas,3,,178,3,3,9,4,255,50,0,20,0,5,0,0,0,377
350,Milotic,3,349,178,6,2,9,4,60,50,0,20,1,5,0,0,0,378
351,Castform,3,,179,4,1,3,4,45,70,0,25,0,2,1,0,0,379
352,Kecleon,3,,180,5,6,2,4,200,70,0,20,0,4,0,0,0,380
353,Shuppet,3,,181,1,1,8,4,225,35,0,25,0,3,0,0,0,381
354,Banette,3,353,181,1,6,8,4,45,35,0,25,0,3,1,0,0,382
355,Duskull,3,,182,1,4,2,4,190,35,0,25,0,3,0,0,0,383
356,Dusclops,3,355,182,1,12,2,4,90,35,0,25,0,3,0,0,0,384
357,Tropius,3,,183,5,8,2,4,200,70,0,25,0,1,0,0,0,386
358,Chimecho,3,433,184,2,4,3,4,45,70,0,25,0,3,0,0,0,388
359,Absol,3,,185,9,8,4,4,30,35,0,25,0,4,1,0,0,389
360,Wynaut,3,,100,2,6,1,4,125,50,1,20,0,2,0,0,0,232
361,Snorunt,3,,186,4,12,1,4,190,50,0,20,0,2,0,0,0,390
362,Glalie,3,361,186,4,1,1,4,75,50,0,20,0,2,1,0,0,391
363,Spheal,3,,187,2,3,7,4,255,50,0,20,0,4,0,0,0,393
364,Sealeo,3,363,187,2,3,7,4,120,50,0,20,0,4,0,0,0,394
365,Walrein,3,364,187,2,8,7,4,45,50,0,20,0,4,0,0,0,395
366,Clamperl,3,,188,2,1,7,4,255,70,0,20,0,5,0,0,0,396
367,Huntail,3,366,188,2,2,7,4,60,70,0,20,0,5,0,0,0,397
368,Gorebyss,3,366,188,6,2,7,4,60,70,0,20,0,5,0,0,0,398
369,Relicanth,3,,189,4,3,7,1,25,50,0,40,1,1,0,0,0,399
370,Luvdisc,3,,190,6,3,7,6,225,70,0,20,0,3,0,0,0,400
371,Bagon,3,,191,2,12,6,4,45,35,0,40,0,1,0,0,0,401
372,Shelgon,3,371,191,9,8,6,4,45,35,0,40,0,1,0,0,0,402
373,Salamence,3,372,191,2,8,6,4,45,35,0,40,0,1,1,0,0,403
374,Beldum,3,,192,2,5,6,-1,3,35,0,40,0,1,0,0,0,404
375,Metang,3,374,192,2,4,6,-1,3,35,0,40,0,1,0,0,0,405
376,Metagross,3,375,192,2,11,6,-1,3,35,0,40,0,1,1,0,0,406
377,Regirock,3,,193,3,12,1,-1,3,35,0,80,0,1,0,1,0,407
378,Regice,3,,194,2,12,1,-1,3,35,0,80,0,1,0,1,0,408
379,Registeel,3,,195,4,12,1,-1,3,35,0,80,0,1,0,1,0,409
380,Latias,3,,196,8,9,9,8,3,90,0,120,0,1,1,1,0,410
381,Latios,3,,197,2,9,9,0,3,90,0,120,0,1,1,1,0,411
382,Kyogre,3,,198,2,3,7,-1,3,0,0,120,0,1,1,1,0,412
383,Groudon,3,,199,8,6,6,-1,3,0,0,120,0,1,1,1,0,413
384,Rayquaza,3,,200,5,2,5,-1,45,0,0,120,0,1,1,1,0,414
385,Jirachi,3,,201,10,12,4,-1,3,100,0,120,0,1,0,0,1,415
386,Deoxys,3,,202,8,12,5,-1,3,0,0,120,0,1,1,0,1,416
387,Turtwig,4,,203,5,8,,1,45,70,0,20,0,4,0,0,0,417
388,Grotle,4,387,203,5,8,,1,45,70,0,20,0,4,0,0,0,418
389,Torterra,4,388,203,5,8,,1,45,70,0,20,0,4,0,0,0,419
390,Chimchar,4,,204,3,6,,1,45,70,0,20,0,4,0,0,0,420
391,Monferno,4,390,204,3,6,,1,45,70,0,20,0,4,0,0,0,421
392,Infernape,4,391,204,3,6,,1,45,70,0,20,0,4,0,0,0,422
393,Piplup,4,,205,2,12,,1,45,70,0,20,0,4,0,0,0,423
394,Prinplup,4,393,205,2,6,,1,45,70,0,20,0,4,0,0,0,424
395,Empoleon,4,394,205,2,6,,1,45,70,0,20,0,4,0,0,0,425
396,Starly,4,,206,3,9,,4,255,70,0,15,1,4,0,0,0,426
397,Staravia,4,396,206,3,9,,4,120,70,0,15,1,4,0,0,0,427
398,Staraptor,4,397,206,3,9,,4,45,70,0,15,1,4,0,0,0,428
399,Bidoof,4,,207,3,8,,4,255,70,0,15,1,2,0,0,0,429
400,Bibarel,4,399,207,3,6,,4,127,70,0,15,1,2,0,0,0,430
401,Kricketot,4,,208,8,12,,4,255,70,0,15,1,4,0,0,0,431
402,Kricketune,4,401,208,8,13,,4,45,70,0,15,1,4,0,0,0,432
403,Shinx,4,,209,2,8,,4,235,50,0,20,1,4,0,0,0,433
404,Luxio,4,403,209,2,8,,4,120,100,0,20,1,4,0,0,0,434
405,Luxray,4,404,209,2,8,,4,45,50,0,20,1,4,0,0,0,435
406,Budew,4,,158,5,12,,4,255,50,1,20,0,4,0,0,0,341
407,Roserade,4,315,158,5,12,,4,75,50,0,20,1,4,0,0,0,343
408,Cranidos,4,,211,2,6,,1,45,70,0,30,0,5,0,0,0,436
409,Rampardos,4,408,211,2,6,,1,45,70,0,30,0,5,0,0,0,437
410,Shieldon,4,,212,4,8,,1,45,70,0,30,0,5,0,0,0,438
411,Bastiodon,4,410,212,4,8,,1,45,70,0,30,0,5,0,0,0,439
412,Burmy,4,,213,5,5,,4,120,70,0,15,0,2,1,0,0,440
413,Wormadam,4,412,213,5,5,,8,45,70,0,15,0,2,0,0,0,441
414,Mothim,4,412,213,10,13,,0,45,70,0,15,0,2,0,0,0,442
415,Combee,4,,214,10,11,,1,120,50,0,15,1,4,0,0,0,443
416,Vespiquen,4,415,214,10,13,,8,45,50,0,15,0,4,0,0,0,444
417,Pachirisu,4,,215,9,8,,4,200,100,0,10,1,2,0,0,0,445
418,Buizel,4,,216,3,8,,4,190,70,0,20,1,2,0,0,0,446
419,Floatzel,4,418,216,3,8,,4,75,70,0,20,1,2,0,0,0,447
420,Cherubi,4,,217,6,11,,4,190,50,0,20,0,2,0,0,0,448
421,Cherrim,4,420,217,7,7,,4,75,50,0,20,0,2,1,0,0,449
422,Shellos,4,,218,7,2,,4,190,50,0,20,0,2,0,0,0,450
423,Gastrodon,4,422,218,7,2,,4,75,50,0,20,0,2,0,0,0,451
424,Ambipom,4,190,93,7,6,,4,45,100,0,20,1,3,0,0,0,220
425,Drifloon,4,,219,7,4,,4,125,50,0,30,0,6,0,0,0,452
426,Drifblim,4,425,219,7,4,,4,60,50,0,30,0,6,0,0,0,453
427,Buneary,4,,220,3,6,,4,190,0,0,20,0,2,0,0,0,454
428,Lopunny,4,427,220,3,6,,4,60,140,0,20,0,2,1,0,0,455
429,Mismagius,4,200,98,7,1,,4,45,35,0,25,0,3,0,0,0,230
430,Honchkrow,4,198,97,1,9,,4,30,35,0,20,0,4,0,0,0,228
431,Glameow,4,,221,4,8,,6,190,70,0,20,0,3,0,0,0,456
432,Purugly,4,431,221,4,8,,6,75,70,0,20,0,3,0,0,0,457
433,Chingling,4,,184,10,12,,4,120,70,1,25,0,3,0,0,0,387
434,Stunky,4,,223,7,8,,4,225,50,0,20,0,2,0,0,0,458
435,Skuntank,4,434,223,7,8,,4,60,50,0,20,0,2,0,0,0,459
436,Bronzor,4,,224,5,1,,-1,255,50,0,20,0,2,0,0,0,460
437,Bronzong,4,436,224,5,4,,-1,90,50,0,20,0,2,0,0,0,461
438,Bonsly,4,,91,3,7,,4,255,50,1,20,0,2,0,0,0,214
439,"Mime Jr",4,,57,6,12,,4,145,50,1,25,0,2,0,0,0,139
440,Happiny,4,,51,6,12,,8,130,140,1,40,0,3,0,0,0,126
441,Chatot,4,,228,1,9,,4,30,35,0,20,0,4,0,0,0,462
442,Spiritomb,4,,229,7,5,,4,100,50,0,30,0,2,0,0,0,463
443,Gible,4,,230,2,6,,4,45,50,0,40,1,1,0,0,0,464
444,Gabite,4,443,230,2,6,,4,45,50,0,40,1,1,0,0,0,465
445,Garchomp,4,444,230,2,6,,4,45,50,0,40,1,1,1,0,0,466
446,Munchlax,4,,72,1,12,,1,50,50,1,40,0,1,0,0,0,174
447,Riolu,4,,232,2,6,,1,75,50,1,25,0,4,0,0,0,467
448,Lucario,4,447,232,2,6,,1,45,50,0,25,0,4,1,0,0,468
449,Hippopotas,4,,233,3,8,,4,140,50,0,30,1,1,0,0,0,469
450,Hippowdon,4,449,233,3,8,,4,60,50,0,30,1,1,0,0,0,470
451,Skorupi,4,,234,7,14,,4,120,50,0,20,0,1,0,0,0,471
452,Drapion,4,451,234,7,14,,4,45,50,0,20,0,1,0,0,0,472
453,Croagunk,4,,235,2,12,,4,140,100,0,10,1,2,0,0,0,473
454,Toxicroak,4,453,235,2,12,,4,75,50,0,20,1,2,0,0,0,474
455,Carnivine,4,,236,5,10,,4,200,70,0,25,0,1,0,0,0,475
456,Finneon,4,,237,2,3,,4,190,70,0,20,1,5,0,0,0,476
457,Lumineon,4,456,237,2,3,,4,75,70,0,20,1,5,0,0,0,477
458,Mantyke,4,,116,2,9,,4,25,50,1,25,0,1,0,0,0,258
459,Snover,4,,239,9,6,,4,120,50,0,20,1,1,0,0,0,478
460,Abomasnow,4,459,239,9,6,,4,60,50,0,20,1,1,1,0,0,479
461,Weavile,4,215,109,1,6,,4,45,35,0,20,1,4,0,0,0,246
462,Magnezone,4,82,34,4,4,,-1,30,50,0,20,0,2,0,0,0,90
463,Lickilicky,4,108,48,6,12,,4,30,50,0,20,0,2,0,0,0,120
464,Rhyperior,4,112,50,4,6,,4,30,50,0,20,1,1,0,0,0,125
465,Tangrowth,4,114,52,2,12,,4,30,50,0,20,1,2,0,0,0,130
466,Electivire,4,125,60,10,6,,2,30,50,0,25,0,2,0,0,0,147
467,Magmortar,4,126,61,8,6,,2,30,50,0,25,0,2,0,0,0,150
468,Togekiss,4,176,87,9,9,,1,30,50,0,10,0,3,0,0,0,205
469,Yanmega,4,193,95,5,13,,4,30,70,0,20,0,2,0,0,0,224
470,Leafeon,4,133,67,5,8,,1,45,35,0,35,0,2,0,0,0,163
471,Glaceon,4,133,67,2,8,,1,45,35,0,35,0,2,0,0,0,164
472,Gliscor,4,207,104,7,9,,4,30,70,0,20,0,4,0,0,0,239
473,Mamoswine,4,221,112,3,8,,4,50,50,0,20,1,1,0,0,0,253
474,"Porygon Z",4,233,68,8,4,,-1,30,50,0,20,0,2,0,0,0,168
475,Gallade,4,281,140,9,12,,0,45,35,0,20,0,1,1,0,0,308
476,Probopass,4,299,147,4,11,,4,60,70,0,20,0,2,0,0,0,325
477,Dusknoir,4,356,182,1,4,,4,45,35,0,25,0,3,0,0,0,385
478,Froslass,4,361,186,9,4,,8,75,50,0,20,0,2,0,0,0,392
479,Rotom,4,,240,8,1,,-1,45,50,0,20,0,2,1,0,0,480
480,Uxie,4,,241,10,6,,-1,3,140,0,80,0,1,0,1,0,481
481,Mesprit,4,,242,6,6,,-1,3,140,0,80,0,1,0,1,0,482
482,Azelf,4,,243,2,6,,-1,3,140,0,80,0,1,0,1,0,483
483,Dialga,4,,244,9,8,,-1,3,0,0,120,0,1,0,1,0,484
484,Palkia,4,,245,7,6,,-1,3,0,0,120,0,1,0,1,0,485
485,Heatran,4,,246,3,8,,4,3,100,0,10,0,1,0,1,0,486
486,Regigigas,4,,247,9,12,,-1,3,0,0,120,0,1,0,1,0,487
487,Giratina,4,,248,1,10,,-1,3,0,0,120,0,1,1,1,0,488
488,Cresselia,4,,249,10,2,,8,3,100,0,120,0,1,0,1,0,489
489,Phione,4,,250,2,4,,-1,30,70,0,40,0,1,0,0,1,490
490,Manaphy,4,,250,2,12,,-1,3,70,0,10,0,1,0,0,1,491
491,Darkrai,4,,252,1,12,,-1,3,0,0,120,0,1,0,0,1,492
492,Shaymin,4,,253,5,8,,-1,45,100,0,120,0,4,1,0,1,493
493,Arceus,4,,254,9,8,,-1,3,0,0,120,0,1,1,0,1,494
494,Victini,5,,255,10,12,,-1,3,100,0,120,0,1,0,0,1,495
495,Snivy,5,,256,5,6,,1,45,70,0,20,0,4,0,0,0,496
496,Servine,5,495,256,5,6,,1,45,70,0,20,0,4,0,0,0,497
497,Serperior,5,496,256,5,2,,1,45,70,0,20,0,4,0,0,0,498
498,Tepig,5,,257,8,8,,1,45,70,0,20,0,4,0,0,0,499
499,Pignite,5,498,257,8,6,,1,45,70,0,20,0,4,0,0,0,500
500,Emboar,5,499,257,8,6,,1,45,70,0,20,0,4,0,0,0,501
501,Oshawott,5,,258,2,6,,1,45,70,0,20,0,4,0,0,0,502
502,Dewott,5,501,258,2,6,,1,45,70,0,20,0,4,0,0,0,503
503,Samurott,5,502,258,2,8,,1,45,70,0,20,0,4,0,0,0,504
504,Patrat,5,,259,3,8,,4,255,70,0,15,0,2,0,0,0,505
505,Watchog,5,504,259,3,6,,4,255,70,0,20,0,2,0,0,0,506
506,Lillipup,5,,260,3,8,,4,255,50,0,15,0,4,0,0,0,507
507,Herdier,5,506,260,4,8,,4,120,50,0,15,0,4,0,0,0,508
508,Stoutland,5,507,260,4,8,,4,45,50,0,15,0,4,0,0,0,509
509,Purrloin,5,,261,7,8,,4,255,50,0,20,0,2,0,0,0,510
510,Liepard,5,509,261,7,8,,4,90,50,0,20,0,2,0,0,0,511
511,Pansage,5,,262,5,6,,1,190,70,0,20,0,2,0,0,0,512
512,Simisage,5,511,262,5,6,,1,75,70,0,20,0,2,0,0,0,513
513,Pansear,5,,263,8,6,,1,190,70,0,20,0,2,0,0,0,514
514,Simisear,5,513,263,8,6,,1,75,70,0,20,0,2,0,0,0,515
515,Panpour,5,,264,2,6,,1,190,70,0,20,0,2,0,0,0,516
516,Simipour,5,515,264,2,6,,1,75,70,0,20,0,2,0,0,0,517
517,Munna,5,,265,6,8,,4,190,50,0,10,0,3,0,0,0,518
518,Musharna,5,517,265,6,12,,4,75,50,0,10,0,3,0,0,0,519
519,Pidove,5,,266,4,9,,4,255,50,0,15,0,4,0,0,0,520
520,Tranquill,5,519,266,4,9,,4,120,50,0,15,0,4,0,0,0,521
521,Unfezant,5,520,266,4,9,,4,45,50,0,15,1,4,0,0,0,522
522,Blitzle,5,,267,1,8,,4,190,70,0,20,0,2,0,0,0,523
523,Zebstrika,5,522,267,1,8,,4,75,70,0,20,0,2,0,0,0,524
524,Roggenrola,5,,268,2,7,,4,255,50,0,15,0,4,0,0,0,525
525,Boldore,5,524,268,2,10,,4,120,50,0,15,0,4,0,0,0,526
526,Gigalith,5,525,268,2,10,,4,45,50,0,15,0,4,0,0,0,527
527,Woobat,5,,269,2,9,,4,190,50,0,15,0,2,0,0,0,528
528,Swoobat,5,527,269,2,9,,4,45,50,0,15,0,2,0,0,0,529
529,Drilbur,5,,270,4,6,,4,120,50,0,20,0,2,0,0,0,530
530,Excadrill,5,529,270,4,12,,4,60,50,0,20,0,2,0,0,0,531
531,Audino,5,,271,6,6,,4,255,50,0,20,0,3,1,0,0,532
532,Timburr,5,,272,4,12,,2,180,70,0,20,0,4,0,0,0,533
533,Gurdurr,5,532,272,4,12,,2,90,50,0,20,0,4,0,0,0,534
534,Conkeldurr,5,533,272,3,12,,2,45,50,0,20,0,4,0,0,0,535
535,Tympole,5,,273,2,3,,4,255,50,0,20,0,4,0,0,0,536
536,Palpitoad,5,535,273,2,6,,4,120,50,0,20,0,4,0,0,0,537
537,Seismitoad,5,536,273,2,12,,4,45,50,0,20,0,4,0,0,0,538
538,Throh,5,,274,8,12,,0,45,50,0,20,0,2,0,0,0,539
539,Sawk,5,,275,2,12,,0,45,50,0,20,0,2,0,0,0,540
540,Sewaddle,5,,276,10,14,,4,255,70,0,15,0,4,0,0,0,541
541,Swadloon,5,540,276,5,4,,4,120,70,0,15,0,4,0,0,0,542
542,Leavanny,5,541,276,10,12,,4,45,70,0,15,0,4,0,0,0,543
543,Venipede,5,,277,8,14,,4,255,50,0,15,0,4,0,0,0,544
544,Whirlipede,5,543,277,4,1,,4,120,50,0,15,0,4,0,0,0,545
545,Scolipede,5,544,277,8,14,,4,45,50,0,20,0,4,0,0,0,546
546,Cottonee,5,,278,5,1,,4,190,50,0,20,0,2,0,0,0,547
547,Whimsicott,5,546,278,5,12,,4,75,50,0,20,0,2,0,0,0,548
548,Petilil,5,,279,5,5,,8,190,50,0,20,0,2,0,0,0,549
549,Lilligant,5,548,279,5,5,,8,75,50,0,20,0,2,0,0,0,550
550,Basculin,5,,280,5,3,,4,25,50,0,40,0,2,0,0,0,551
551,Sandile,5,,281,3,8,,4,180,50,0,20,0,4,0,0,0,552
552,Krokorok,5,551,281,3,8,,4,90,50,0,20,0,4,0,0,0,553
553,Krookodile,5,552,281,8,6,,4,45,50,0,20,0,4,0,0,0,554
554,Darumaka,5,,282,8,12,,4,120,50,0,20,0,4,0,0,0,555
555,Darmanitan,5,554,282,8,8,,4,60,50,0,20,0,4,1,0,0,556
556,Maractus,5,,283,5,5,,4,255,50,0,20,0,2,0,0,0,557
557,Dwebble,5,,284,8,14,,4,190,50,0,20,0,2,0,0,0,558
558,Crustle,5,557,284,8,14,,4,75,50,0,20,0,2,0,0,0,559
559,Scraggy,5,,285,10,6,,4,180,35,0,15,0,2,0,0,0,560
560,Scrafty,5,559,285,8,6,,4,90,50,0,15,0,2,0,0,0,561
561,Sigilyph,5,,286,1,9,,4,45,50,0,20,0,2,0,0,0,562
562,Yamask,5,,287,1,4,,4,190,50,0,25,0,2,0,0,0,563
563,Cofagrigus,5,562,287,10,5,,4,90,50,0,25,0,2,0,0,0,564
564,Tirtouga,5,,288,2,8,,1,45,50,0,30,0,2,0,0,0,565
565,Carracosta,5,564,288,2,6,,1,45,50,0,30,0,2,0,0,0,566
566,Archen,5,,289,10,9,,1,45,50,0,30,0,2,0,0,0,567
567,Archeops,5,566,289,10,9,,1,45,50,0,30,0,2,0,0,0,568
568,Trubbish,5,,290,5,12,,4,190,50,0,20,0,2,0,0,0,569
569,Garbodor,5,568,290,5,12,,4,60,50,0,20,0,2,0,0,0,570
570,Zorua,5,,291,4,8,,1,75,50,0,25,0,4,0,0,0,571
571,Zoroark,5,570,291,4,6,,1,45,50,0,20,0,4,0,0,0,572
572,Minccino,5,,292,4,8,,6,255,50,0,15,0,3,0,0,0,573
573,Cinccino,5,572,292,4,8,,6,60,50,0,15,0,3,0,0,0,574
574,Gothita,5,,293,7,12,,6,200,50,0,20,0,4,0,0,0,575
575,Gothorita,5,574,293,7,12,,6,100,50,0,20,0,4,0,0,0,576
576,Gothitelle,5,575,293,7,12,,6,50,50,0,20,0,4,0,0,0,577
577,Solosis,5,,294,5,1,,4,200,50,0,20,0,4,0,0,0,578
578,Duosion,5,577,294,5,1,,4,100,50,0,20,0,4,0,0,0,579
579,Reuniclus,5,578,294,5,4,,4,50,50,0,20,0,4,0,0,0,580
580,Ducklett,5,,295,2,9,,4,190,70,0,20,0,2,0,0,0,581
581,Swanna,5,580,295,9,9,,4,45,70,0,20,0,2,0,0,0,582
582,Vanillite,5,,296,9,5,,4,255,50,0,20,0,1,0,0,0,583
583,Vanillish,5,582,296,9,5,,4,120,50,0,20,0,1,0,0,0,584
584,Vanilluxe,5,583,296,9,11,,4,45,50,0,20,0,1,0,0,0,585
585,Deerling,5,,297,6,8,,4,190,70,0,20,0,2,1,0,0,586
586,Sawsbuck,5,585,297,3,8,,4,75,70,0,20,0,2,1,0,0,587
587,Emolga,5,,298,9,8,,4,200,50,0,20,0,2,0,0,0,588
588,Karrablast,5,,299,2,12,,4,200,50,0,15,0,2,0,0,0,589
589,Escavalier,5,588,299,4,4,,4,75,50,0,15,0,2,0,0,0,590
590,Foongus,5,,300,9,4,,4,190,50,0,20,0,2,0,0,0,591
591,Amoonguss,5,590,300,9,4,,4,75,50,0,20,0,2,0,0,0,592
592,Frillish,5,,301,9,10,,4,190,50,0,20,1,2,0,0,0,593
593,Jellicent,5,592,301,9,10,,4,60,50,0,20,1,2,0,0,0,594
594,Alomomola,5,,302,6,3,,4,75,70,0,40,0,3,0,0,0,595
595,Joltik,5,,303,10,14,,4,190,50,0,20,0,2,0,0,0,596
596,Galvantula,5,595,303,10,14,,4,75,50,0,20,0,2,0,0,0,597
597,Ferroseed,5,,304,4,1,,4,255,50,0,20,0,2,0,0,0,598
598,Ferrothorn,5,597,304,4,10,,4,90,50,0,20,0,2,0,0,0,599
599,Klink,5,,305,4,11,,-1,130,50,0,20,0,4,0,0,0,600
600,Klang,5,599,305,4,11,,-1,60,50,0,20,0,4,0,0,0,601
601,Klinklang,5,600,305,4,11,,-1,30,50,0,20,0,4,0,0,0,602
602,Tynamo,5,,306,9,3,,4,190,70,0,20,0,1,0,0,0,603
603,Eelektrik,5,602,306,2,3,,4,60,70,0,20,0,1,0,0,0,604
604,Eelektross,5,603,306,2,3,,4,30,70,0,20,0,1,0,0,0,605
605,Elgyem,5,,307,2,6,,4,255,50,0,20,0,2,0,0,0,606
606,Beheeyem,5,605,307,3,12,,4,90,50,0,20,0,2,0,0,0,607
607,Litwick,5,,308,9,5,,4,190,50,0,20,0,4,0,0,0,608
608,Lampent,5,607,308,1,4,,4,90,50,0,20,0,4,0,0,0,609
609,Chandelure,5,608,308,1,4,,4,45,50,0,20,0,4,0,0,0,610
610,Axew,5,,309,5,6,,4,75,35,0,40,0,1,0,0,0,611
611,Fraxure,5,610,309,5,6,,4,60,35,0,40,0,1,0,0,0,612
612,Haxorus,5,611,309,10,6,,4,45,35,0,40,0,1,0,0,0,613
613,Cubchoo,5,,310,9,6,,4,120,50,0,20,0,2,0,0,0,614
614,Beartic,5,613,310,9,8,,4,60,50,0,20,0,2,0,0,0,615
615,Cryogonal,5,,311,2,1,,-1,25,50,0,25,0,2,0,0,0,616
616,Shelmet,5,,312,8,1,,4,200,50,0,15,0,2,0,0,0,617
617,Accelgor,5,616,312,8,4,,4,75,50,0,15,0,2,0,0,0,618
618,Stunfisk,5,,313,3,3,,4,75,70,0,20,0,2,0,0,0,619
619,Mienfoo,5,,314,10,6,,4,180,50,0,25,0,4,0,0,0,620
620,Mienshao,5,619,314,7,6,,4,45,50,0,25,0,4,0,0,0,621
621,Druddigon,5,,315,8,6,,4,45,50,0,30,0,2,0,0,0,622
622,Golett,5,,316,5,12,,-1,190,50,0,25,0,2,0,0,0,623
623,Golurk,5,622,316,5,12,,-1,90,50,0,25,0,2,0,0,0,624
624,Pawniard,5,,317,8,12,,4,120,35,0,20,0,2,0,0,0,625
625,Bisharp,5,624,317,8,12,,4,45,35,0,20,0,2,0,0,0,626
626,Bouffalant,5,,318,3,8,,4,45,50,0,20,0,2,0,0,0,627
627,Rufflet,5,,319,9,9,,0,190,50,0,20,0,1,0,0,0,628
628,Braviary,5,627,319,8,9,,0,60,50,0,20,0,1,0,0,0,629
629,Vullaby,5,,320,3,9,,8,190,35,0,20,0,1,0,0,0,630
630,Mandibuzz,5,629,320,3,9,,8,60,35,0,20,0,1,0,0,0,631
631,Heatmor,5,,321,8,6,,4,90,50,0,20,0,2,0,0,0,632
632,Durant,5,,322,4,14,,4,90,50,0,20,0,2,0,0,0,633
633,Deino,5,,323,2,8,,4,45,35,0,40,0,1,0,0,0,634
634,Zweilous,5,633,323,2,8,,4,45,35,0,40,0,1,0,0,0,635
635,Hydreigon,5,634,323,2,6,,4,45,35,0,40,0,1,0,0,0,636
636,Larvesta,5,,324,9,14,,4,45,50,0,40,0,1,0,0,0,637
637,Volcarona,5,636,324,9,13,,4,15,50,0,40,0,1,0,0,0,638
638,Cobalion,5,,325,2,8,,-1,3,35,0,80,0,1,0,1,0,639
639,Terrakion,5,,326,4,8,,-1,3,35,0,80,0,1,0,1,0,640
640,Virizion,5,,327,5,8,,-1,3,35,0,80,0,1,0,1,0,641
641,Tornadus,5,,328,5,4,,0,3,90,0,120,0,1,1,1,0,642
642,Thundurus,5,,329,2,4,,0,3,90,0,120,0,1,1,1,0,643
643,Reshiram,5,,330,9,9,,-1,3,0,0,120,0,1,0,1,0,644
644,Zekrom,5,,331,1,6,,-1,3,0,0,120,0,1,0,1,0,645
645,Landorus,5,,332,3,4,,0,3,90,0,120,0,1,1,1,0,646
646,Kyurem,5,,333,4,6,,-1,3,0,0,120,0,1,1,1,0,647
647,Keldeo,5,,334,10,8,,-1,3,35,0,80,0,1,1,0,1,648
648,Meloetta,5,,335,9,12,,-1,3,100,0,120,0,1,1,0,1,649
649,Genesect,5,,336,7,12,,-1,3,0,0,120,0,1,1,0,1,650
650,Chespin,6,,337,5,6,,1,45,70,0,20,0,4,0,0,0,651
651,Quilladin,6,650,337,5,6,,1,45,70,0,20,0,4,0,0,0,652
652,Chesnaught,6,651,337,5,6,,1,45,70,0,20,0,4,0,0,0,653
653,Fennekin,6,,338,8,8,,1,45,70,0,20,0,4,0,0,0,654
654,Braixen,6,653,338,8,6,,1,45,70,0,20,0,4,0,0,0,655
655,Delphox,6,654,338,8,6,,1,45,70,0,20,0,4,0,0,0,656
656,Froakie,6,,339,2,8,,1,45,70,0,20,0,4,0,0,0,657
657,Frogadier,6,656,339,2,12,,1,45,70,0,20,0,4,0,0,0,658
658,Greninja,6,657,339,2,12,,1,45,70,0,20,0,4,0,0,0,659
659,Bunnelby,6,,340,3,6,,4,255,50,0,15,0,2,0,0,0,660
660,Diggersby,6,659,340,3,6,,4,127,50,0,15,0,2,0,0,0,661
661,Fletchling,6,,341,8,9,,4,255,50,0,15,0,4,0,0,0,662
662,Fletchinder,6,661,341,8,9,,4,120,50,0,15,0,4,0,0,0,663
663,Talonflame,6,662,341,8,9,,4,45,50,0,15,0,4,0,0,0,664
664,Scatterbug,6,,342,1,14,,4,255,70,0,15,0,2,0,0,0,665
665,Spewpa,6,664,342,1,5,,4,120,70,0,15,0,2,0,0,0,666
666,Vivillon,6,665,342,9,13,,4,45,70,0,15,0,2,0,0,0,667
667,Litleo,6,,343,3,8,,7,220,70,0,20,0,4,0,0,0,668
668,Pyroar,6,667,343,3,8,,7,65,70,0,20,1,4,0,0,0,669
669,Flabebe,6,,344,9,4,,8,225,70,0,20,0,2,0,0,0,670
670,Floette,6,669,344,9,4,,8,120,70,0,20,0,2,0,0,0,671
671,Florges,6,670,344,9,4,,8,45,70,0,20,0,2,0,0,0,672
672,Skiddo,6,,345,3,8,,4,200,70,0,20,0,2,0,0,0,673
673,Gogoat,6,672,345,3,8,,4,45,70,0,20,0,2,0,0,0,674
674,Pancham,6,,346,9,6,,4,220,50,0,25,0,2,0,0,0,675
