Id,"Region Id",Name
981,9,"Gapejaw Bog"
982,9,"Ginkgo Landing"
983,9,"Glacier Terrace"
984,9,"Golden Lowlands"
985,9,"Grandtree Arena"
986,9,"Grueling Grove"
987,9,"Hearts Crag"
988,9,"Heavenward Lookout"
989,9,"Heights Camp"
990,9,"Hideaway Bay"
991,9,"Holm Of Trials"
992,9,"Horseshoe Plains"
993,9,"Ice Column Chamber"
994,9,"Icebound Falls"
995,9,"Icepeak Arena"
996,9,"Icepeak Cavern"
997,9,"Islespy Shore"
998,9,"Jubilife Village"
999,9,"Hisui Lake Acuity"
1000,9,"Hisui Lake Valor"
1001,9,"Hisui Lake Verity"
1002,9,"Lonely Spring"
1003,9,"Lunkers Lair"
1004,9,"Molten Arena"
1005,9,"Moonview Arena"
1006,9,"Natures Pantry"
1007,9,"Obsidian Falls"
1008,9,"Oreburrow Tunnel"
1009,9,"Pearl Settlement"
1010,9,"Primeval Grotto"
1011,9,"Ramanas Island"
1012,9,"Sacred Plaza"
1013,9,"Sands Reach"
1014,9,"Sandgem Flats"
1015,9,"Scarlet Bog"
1016,9,"Seagrass Haven"
1017,9,"Seaside Hollow"
1018,9,"Shrouded Ruins"
1019,9,"Sludge Mound"
1020,9,"Snowfall Hot Spring"
1021,9,"Hisui Snowpoint Temple"
1022,9,"Hisui Solaceon Ruins"
1023,9,"Sonorous Path"
1024,9,"Space Time Distortion"
1025,9,"Hisui Spring Path"
1026,9,"Stonetooth Rows"
1027,9,"Temple Of Sinnoh"
1028,9,"The Heartwood"
1029,9,"Tidewater Dam"
1030,9,"Tombolo Walk"
1031,9,"Tranquility Cove"
1032,9,"Hisui Turnback Cave"
1033,9,"Ursas Ring"
1034,9,"Veilstone Cape"
1035,9,"Hisui Wayward Cave"
1036,9,"Wayward Wood"
1037,9,"Whiteout Valley"
1038,9,"Windbreak Stand"
1039,9,"Windswept Run"
1040,9,"Worn Bridge"
1041,8,"Giants Cap"
1042,7,"Hauoli City"
1043,7,"Verdant Cavern"
1044,7,"Thrifty Megamart"
1045,7,"Malie City"
1046,7,"Dividing Peak Tunnel"
1047,7,"Heahea Beach"
1048,7,"Sandy Cave"
1049,7,"Ulaula Beach"
1050,7,"Ultra Megalopolis"
1051,7,"Ultra Space Wilds"
1052,7,"Poke Pelago"
1053,7,"Team Rockets Castle"
1054,5,"Roaming Unova"
1055,3,"Mossdeep Space Center"
1056,6,"Roaming Kalos"
1057,10,"Uva Academy"
1058,10,"Apple Hills"
1059,10,"Chilling Waterhead"
1060,10,"Crystal Pool"
1061,10,"Dreaded Den"
1062,10,"Fellhorn Gorge"
1063,10,"Infernal Pass"
1064,10,"Kitakami Hall"
1065,10,"Kitakami Road"
1066,10,"Kitakami Wilds"
1067,10,"Loyalty Plaza"
1068,10,"Mossfell Confluence"
1069,10,"Mossui Town"
1070,10,"Oni Mountain"
1071,10,"Onis Maw"
1072,10,"Paradise Barrens"
1073,10,"Revelers Road"
1074,10,"Timeless Woods"
1075,10,"Wistful Fields"
1076,10,"Canyon Biome"
1077,10,"Canyon Plaza"
1078,10,"Central Plaza"
1079,10,"Chargestone Cavern"
1080,10,"Coastal Biome"
1081,10,"Coastal Plaza"
1082,10,"League Club Room"
1083,10,"Polar Biome"
1084,10,"Polar Plaza"
1085,10,"Savanna Biome"
1086,10,"Savanna Plaza"
1087,10,"Torchlit Labyrinth"
